(written by ASE)

512 atoms
1 atom types

0.0                   19.68  xlo xhi
0.0      17.043379946477753  ylo yhi
0.0      23.399999999999999  zlo zhi
    -9.8399999999999999                       0                       0  xy xz yz

Atoms # atomic

     1   1                       0                       0                    -0.5
     2   1                    1.23     0.71014082999999995                    -0.5
     3   1                   -1.23      2.1304224899999999                    -0.5
     4   1                       0      2.8405633199999998                    -0.5
     5   1                   -2.46      4.2608449899999998                    -0.5
     6   1                   -1.23      4.9709858200000001                    -0.5
     7   1     -3.6899999999999999      6.3912674799999998                    -0.5
     8   1                   -2.46      7.1014083100000001                    -0.5
     9   1     -4.9199999999999999      8.5216899700000006                    -0.5
    10   1     -3.6899999999999999      9.2318307999999991                    -0.5
    11   1     -6.1500000000000004             10.65211247                    -0.5
    12   1     -4.9199999999999999      11.362253300000001                    -0.5
    13   1     -7.3799999999999999             12.78253496                    -0.5
    14   1     -6.1500000000000004             13.49267579                    -0.5
    15   1     -8.6099999999999994             14.91295745                    -0.5
    16   1     -7.3799999999999999      15.623098280000001                    -0.5
    17   1                    2.46                       0                    -0.5
    18   1      3.6899999999999999     0.71014082999999995                    -0.5
    19   1                    1.23      2.1304224899999999                    -0.5
    20   1                    2.46      2.8405633199999998                    -0.5
    21   1                       0      4.2608449899999998                    -0.5
    22   1                    1.23      4.9709858200000001                    -0.5
    23   1                   -1.23      6.3912674799999998                    -0.5
    24   1                       0      7.1014083100000001                    -0.5
    25   1                   -2.46      8.5216899700000006                    -0.5
    26   1                   -1.23      9.2318307999999991                    -0.5
    27   1     -3.6899999999999999             10.65211247                    -0.5
    28   1                   -2.46      11.362253300000001                    -0.5
    29   1     -4.9199999999999999             12.78253496                    -0.5
    30   1     -3.6899999999999999             13.49267579                    -0.5
    31   1     -6.1500000000000004             14.91295745                    -0.5
    32   1     -4.9199999999999999      15.623098280000001                    -0.5
    33   1      4.9199999999999999                       0                    -0.5
    34   1      6.1500000000000004     0.71014082999999995                    -0.5
    35   1      3.6899999999999999      2.1304224899999999                    -0.5
    36   1      4.9199999999999999      2.8405633199999998                    -0.5
    37   1                    2.46      4.2608449899999998                    -0.5
